freq	enc	angle	speed	surge_r	surge_i	sway_r	sway_i	heave_r	heave_i	roll_r	roll_i	pitch_r	pitch_i	yaw_r	yaw_i	surge_d	sway_d	yaw_d
 0.351	 0.390	 140.0	 4.000	-0.002	-0.584	-0.035	-0.590	 0.985	 0.009	 1.607	 2.643	-0.081	-0.773	 0.441	 0.056	6.95667e+03	8.41223e+03	-5.24933e+04
 0.351	 0.395	 150.0	 4.000	-0.005	-0.639	-0.037	-0.457	 0.979	 0.009	 1.643	 2.271	-0.101	-0.870	 0.386	 0.050	5.60688e+03	8.69014e+03	-6.76496e+04
 0.351	 0.399	 160.0	 4.000	-0.008	-0.677	-0.032	-0.313	 0.974	 0.009	 1.376	 1.715	-0.118	-0.941	 0.286	 0.038	2.55734e+03	7.33157e+03	-6.42075e+04
 0.351	 0.401	 170.0	 4.000	-0.009	-0.699	-0.019	-0.160	 0.971	 0.009	 0.780	 0.963	-0.129	-0.984	 0.153	 0.022	-7.99534e+02	4.13365e+03	-3.89024e+04
 0.351	 0.402	 180.0	 4.000	-0.010	-0.707	-0.000	 0.000	 0.970	 0.009	 0.004	-0.001	-0.133	-0.999	 0.000	-0.000	-2.28141e+03	2.44370e+01	-1.52996e+02
 0.351	 0.401	 190.0	 4.000	-0.009	-0.699	 0.019	 0.160	 0.971	 0.009	-0.780	-0.963	-0.129	-0.984	-0.153	-0.022	-7.99391e+02	-4.13481e+03	3.89266e+04
 0.351	 0.399	 200.0	 4.000	-0.008	-0.677	 0.032	 0.313	 0.974	 0.009	-1.376	-1.715	-0.118	-0.941	-0.286	-0.038	2.55762e+03	-7.33285e+03	6.42822e+04
 0.351	 0.395	 210.0	 4.000	-0.005	-0.639	 0.037	 0.457	 0.979	 0.009	-1.643	-2.271	-0.101	-0.870	-0.386	-0.050	5.60713e+03	-8.69160e+03	6.77724e+04
 0.351	 0.390	 220.0	 4.000	-0.002	-0.584	 0.035	 0.590	 0.985	 0.009	-1.607	-2.643	-0.081	-0.773	-0.441	-0.056	6.95673e+03	-8.41326e+03	5.26396e+04
 0.351	 0.384	 230.0	 4.000	 0.002	-0.509	 0.028	 0.711	 0.992	 0.008	-1.375	-2.839	-0.058	-0.651	-0.448	-0.059	6.44673e+03	-7.12292e+03	2.85314e+04
 0.351	 0.377	 240.0	 4.000	 0.006	-0.414	 0.019	 0.816	 0.998	 0.007	-1.051	-2.882	-0.036	-0.507	-0.406	-0.059	4.82982e+03	-5.40330e+03	4.85712e+03
 0.351	 0.369	 250.0	 4.000	 0.009	-0.297	 0.011	 0.903	 1.002	 0.004	-0.706	-2.808	-0.017	-0.346	-0.318	-0.058	2.97500e+03	-3.63518e+03	-1.21252e+04
 0.351	 0.360	 260.0	 4.000	 0.012	-0.158	 0.004	 0.966	 1.004	 0.002	-0.383	-2.651	-0.002	-0.174	-0.190	-0.058	1.51822e+03	-2.01538e+03	-1.99600e+04
 0.351	 0.351	 -90.0	 6.000	 0.013	 0.000	-0.003	 1.006	 1.003	-0.002	-0.125	-2.435	 0.008	 0.005	-0.049	-0.056	7.28071e+02	-7.83281e+02	-2.96060e+04
 0.351	 0.338	 -80.0	 6.000	 0.014	 0.179	-0.008	 1.027	 0.998	-0.009	 0.117	-2.093	 0.019	 0.183	 0.101	-0.065	6.76422e+02	5.03336e+02	-2.15800e+04
 0.351	 0.326	 -70.0	 6.000	 0.013	 0.378	-0.011	 1.017	 0.991	-0.016	 0.271	-1.777	 0.023	 0.353	 0.245	-0.076	1.23764e+03	1.43116e+03	-1.20735e+04
 0.351	 0.314	 -60.0	 6.000	 0.010	 0.590	-0.014	 0.971	 0.982	-0.022	 0.355	-1.481	 0.023	 0.511	 0.364	-0.088	1.95242e+03	1.96591e+03	-2.71637e+03
 0.351	 0.303	 -50.0	 6.000	 0.006	 0.806	-0.015	 0.888	 0.972	-0.028	 0.382	-1.203	 0.020	 0.651	 0.440	-0.095	2.60735e+03	2.31105e+03	3.20804e+03
 0.351	 0.294	 -40.0	 6.000	 0.001	 1.013	-0.015	 0.767	 0.963	-0.033	 0.361	-0.941	 0.016	 0.770	 0.460	-0.094	3.04564e+03	2.40681e+03	5.24376e+03
 0.351	 0.286	 -30.0	 6.000	-0.004	 1.196	-0.013	 0.611	 0.954	-0.037	 0.304	-0.693	 0.010	 0.864	 0.417	-0.083	3.10038e+03	2.14923e+03	5.78863e+03
 0.351	 0.280	 -20.0	 6.000	-0.008	 1.341	-0.010	 0.426	 0.947	-0.040	 0.218	-0.455	 0.005	 0.932	 0.316	-0.062	2.89341e+03	1.60591e+03	4.94353e+03
 0.351	 0.277	 -10.0	 6.000	-0.011	 1.433	-0.005	 0.218	 0.942	-0.042	 0.114	-0.225	 0.002	 0.973	 0.171	-0.033	2.63875e+03	8.58982e+02	2.91101e+03
 0.351	 0.276	   0.0	 6.000	-0.012	 1.465	-0.000	-0.000	 0.941	-0.043	 0.001	 0.000	 0.000	 0.987	 0.000	-0.000	2.52919e+03	4.04334e+00	-2.02670e+01
 0.351	 0.277	  10.0	 6.000	-0.011	 1.433	 0.005	-0.218	 0.942	-0.042	-0.114	 0.225	 0.002	 0.973	-0.171	 0.033	2.63866e+03	-8.59195e+02	-2.92033e+03
 0.351	 0.280	  20.0	 6.000	-0.008	 1.341	 0.010	-0.426	 0.947	-0.040	-0.218	 0.455	 0.005	 0.932	-0.316	 0.062	2.89337e+03	-1.60614e+03	-4.95706e+03
 0.351	 0.286	  30.0	 6.000	-0.004	 1.196	 0.013	-0.611	 0.954	-0.037	-0.304	 0.693	 0.010	 0.864	-0.417	 0.083	3.10030e+03	-2.14941e+03	-5.80402e+03
 0.351	 0.294	  40.0	 6.000	 0.001	 1.013	 0.015	-0.767	 0.963	-0.033	-0.362	 0.941	 0.016	 0.770	-0.460	 0.094	3.04553e+03	-2.40674e+03	-5.26440e+03
 0.351	 0.303	  50.0	 6.000	 0.006	 0.806	 0.015	-0.888	 0.972	-0.028	-0.382	 1.203	 0.020	 0.651	-0.440	 0.095	2.60720e+03	-2.31080e+03	-3.22952e+03
 0.351	 0.314	  60.0	 6.000	 0.010	 0.590	 0.014	-0.971	 0.982	-0.022	-0.355	 1.481	 0.023	 0.511	-0.364	 0.088	1.95231e+03	-1.96563e+03	2.70297e+03
 0.351	 0.326	  70.0	 6.000	 0.013	 0.378	 0.011	-1.017	 0.991	-0.016	-0.271	 1.777	 0.023	 0.353	-0.245	 0.076	1.23756e+03	-1.43091e+03	1.20739e+04
 0.351	 0.338	  80.0	 6.000	 0.014	 0.179	 0.008	-1.027	 0.998	-0.009	-0.117	 2.093	 0.019	 0.183	-0.101	 0.065	6.76390e+02	-5.03151e+02	2.16030e+04
 0.351	 0.351	  90.0	 6.000	 0.013	 0.000	 0.003	-1.006	 1.003	-0.002	 0.125	 2.435	 0.008	 0.005	 0.049	 0.056	7.28055e+02	7.83279e+02	2.96633e+04
 0.351	 0.364	 100.0	 6.000	 0.011	-0.155	-0.005	-0.959	 1.006	 0.003	 0.484	 2.806	-0.007	-0.172	 0.190	 0.053	1.78836e+03	2.44443e+03	3.17025e+04
 0.351	 0.377	 110.0	 6.000	 0.008	-0.284	-0.017	-0.891	 1.005	 0.009	 1.020	 3.202	-0.028	-0.345	 0.309	 0.055	4.37493e+03	5.10577e+03	2.11120e+04
 0.351	 0.389	 120.0	 6.000	 0.005	-0.389	-0.038	-0.808	 1.003	 0.013	 1.853	 3.566	-0.054	-0.505	 0.401	 0.059	9.21731e+03	9.55710e+03	-1.08943e+04
 0.351	 0.400	 130.0	 6.000	 0.001	-0.471	-0.074	-0.707	 1.000	 0.016	 3.176	 3.623	-0.081	-0.648	 0.466	 0.054	1.69135e+04	1.72408e+04	-7.85277e+04
 0.351	 0.409	 140.0	 6.000	-0.003	-0.532	-0.123	-0.570	 0.996	 0.019	 4.829	 2.619	-0.110	-0.769	 0.495	 0.018	2.54601e+04	2.82489e+04	-1.82263e+05
 0.351	 0.417	 150.0	 6.000	-0.006	-0.577	-0.149	-0.386	 0.992	 0.020	 5.446	 0.255	-0.135	-0.866	 0.448	-0.053	2.59814e+04	3.44784e+04	-2.53171e+05
 0.351	 0.422	 160.0	 6.000	-0.008	-0.607	-0.117	-0.203	 0.988	 0.022	 4.073	-1.771	-0.156	-0.936	 0.313	-0.099	1.53757e+04	2.80260e+04	-2.13269e+05
 0.351	 0.426	 170.0	 6.000	-0.010	-0.624	-0.055	-0.069	 0.986	 0.023	 1.840	-1.962	-0.169	-0.979	 0.146	-0.081	3.10991e+03	1.40474e+04	-1.03930e+05
 0.351	 0.427	 180.0	 6.000	-0.010	-0.629	 0.000	 0.000	 0.986	 0.023	-0.006	-0.008	-0.174	-0.993	-0.000	-0.000	-2.68378e+03	-3.42018e+01	2.96792e+02
 0.351	 0.426	 190.0	 6.000	-0.010	-0.624	 0.055	 0.069	 0.986	 0.023	-1.840	 1.962	-0.169	-0.979	-0.146	 0.081	3.10967e+03	-1.40470e+04	1.04044e+05
 0.351	 0.422	 200.0	 6.000	-0.008	-0.607	 0.117	 0.203	 0.988	 0.022	-4.073	 1.772	-0.156	-0.936	-0.313	 0.099	1.53755e+04	-2.80272e+04	2.13595e+05
 0.351	 0.417	 210.0	 6.000	-0.006	-0.577	 0.149	 0.386	 0.992	 0.020	-5.446	-0.255	-0.135	-0.866	-0.448	 0.053	2.59810e+04	-3.44810e+04	2.53673e+05
 0.351	 0.409	 220.0	 6.000	-0.003	-0.532	 0.123	 0.570	 0.996	 0.019	-4.829	-2.619	-0.110	-0.769	-0.495	-0.018	2.54600e+04	-2.82515e+04	1.82780e+05
 0.351	 0.400	 230.0	 6.000	 0.001	-0.471	 0.074	 0.707	 1.000	 0.016	-3.176	-3.623	-0.081	-0.648	-0.466	-0.054	1.69137e+04	-1.72423e+04	7.89240e+04
 0.351	 0.389	 240.0	 6.000	 0.005	-0.389	 0.038	 0.808	 1.003	 0.013	-1.853	-3.566	-0.054	-0.505	-0.401	-0.059	9.21740e+03	-9.55783e+03	1.11629e+04
 0.351	 0.377	 250.0	 6.000	 0.008	-0.284	 0.017	 0.891	 1.005	 0.009	-1.020	-3.202	-0.028	-0.345	-0.309	-0.055	4.37496e+03	-5.10605e+03	-2.09355e+04
 0.351	 0.364	 260.0	 6.000	 0.011	-0.155	 0.005	 0.959	 1.006	 0.003	-0.484	-2.806	-0.007	-0.172	-0.190	-0.053	1.78842e+03	-2.44452e+03	-3.15944e+04
 0.351	 0.351	 -90.0	 8.000	 0.013	 0.000	-0.003	 1.009	 1.002	-0.003	-0.145	-2.434	 0.010	 0.007	-0.061	-0.052	6.93020e+02	-9.45317e+02	-3.99653e+04
 0.351	 0.334	 -80.0	 8.000	 0.014	 0.184	-0.009	 1.047	 0.995	-0.012	 0.125	-2.014	 0.027	 0.185	 0.071	-0.066	6.39691e+02	4.09998e+02	-2.96008e+04
 0.351	 0.317	 -70.0	 8.000	 0.014	 0.398	-0.013	 1.058	 0.986	-0.021	 0.282	-1.669	 0.039	 0.357	 0.196	-0.085	1.25428e+03	1.21599e+03	-1.93104e+04
 0.351	 0.301	 -60.0	 8.000	 0.012	 0.640	-0.017	 1.034	 0.976	-0.029	 0.361	-1.372	 0.045	 0.517	 0.298	-0.105	2.12691e+03	1.79010e+03	-1.13026e+04
 0.351	 0.287	 -50.0	 8.000	 0.008	 0.898	-0.021	 0.967	 0.965	-0.036	 0.383	-1.106	 0.047	 0.661	 0.363	-0.119	3.00670e+03	2.17797e+03	-6.49233e+03
 0.351	 0.274	 -40.0	 8.000	 0.002	 1.158	-0.022	 0.854	 0.955	-0.043	 0.360	-0.862	 0.046	 0.782	 0.379	-0.122	3.51407e+03	2.20123e+03	-1.80654e+03
 0.351	 0.264	 -30.0	 8.000	-0.003	 1.398	-0.021	 0.694	 0.945	-0.048	 0.301	-0.633	 0.045	 0.881	 0.344	-0.111	4.01212e+03	2.08995e+03	-1.98929e+03
 0.351	 0.257	 -20.0	 8.000	-0.009	 1.594	-0.016	 0.491	 0.938	-0.052	 0.215	-0.416	 0.043	 0.952	 0.260	-0.084	4.16424e+03	1.61244e+03	-1.30199e+03
 0.351	 0.252	 -10.0	 8.000	-0.012	 1.723	-0.009	 0.255	 0.933	-0.054	 0.112	-0.206	 0.041	 0.995	 0.140	-0.045	4.13843e+03	8.77589e+02	-4.41144e+02
 0.351	 0.251	   0.0	 8.000	-0.014	 1.769	-0.000	-0.000	 0.931	-0.055	 0.001	 0.000	 0.040	 1.010	 0.000	-0.000	4.10683e+03	3.59397e+00	-1.42707e+01
 0.351	 0.252	  10.0	 8.000	-0.012	 1.723	 0.009	-0.255	 0.933	-0.054	-0.112	 0.206	 0.041	 0.995	-0.140	 0.045	4.13840e+03	-8.77715e+02	4.27600e+02
 0.351	 0.257	  20.0	 8.000	-0.009	 1.594	 0.016	-0.491	 0.938	-0.052	-0.215	 0.416	 0.043	 0.952	-0.260	 0.084	4.16415e+03	-1.61250e+03	1.27957e+03
 0.351	 0.264	  30.0	 8.000	-0.003	 1.398	 0.021	-0.694	 0.945	-0.048	-0.301	 0.633	 0.045	 0.881	-0.344	 0.111	4.01209e+03	-2.08997e+03	1.95965e+03
 0.351	 0.274	  40.0	 8.000	 0.002	 1.158	 0.022	-0.854	 0.955	-0.043	-0.360	 0.862	 0.046	 0.782	-0.379	 0.122	3.51400e+03	-2.20097e+03	1.76659e+03
 0.351	 0.287	  50.0	 8.000	 0.008	 0.898	 0.021	-0.967	 0.965	-0.036	-0.383	 1.106	 0.047	 0.661	-0.363	 0.119	3.00659e+03	-2.17755e+03	6.44531e+03
 0.351	 0.301	  60.0	 8.000	 0.012	 0.640	 0.017	-1.034	 0.976	-0.029	-0.361	 1.372	 0.045	 0.517	-0.298	 0.105	2.12682e+03	-1.78967e+03	1.12592e+04
 0.351	 0.317	  70.0	 8.000	 0.014	 0.398	 0.013	-1.058	 0.986	-0.021	-0.282	 1.669	 0.039	 0.357	-0.196	 0.085	1.25423e+03	-1.21569e+03	1.92808e+04
 0.351	 0.334	  80.0	 8.000	 0.014	 0.184	 0.009	-1.047	 0.995	-0.012	-0.125	 2.014	 0.027	 0.185	-0.071	 0.066	6.39672e+02	-4.09784e+02	2.96000e+04
 0.351	 0.351	  90.0	 8.000	 0.013	 0.000	 0.003	-1.009	 1.002	-0.003	 0.145	 2.434	 0.010	 0.007	 0.061	 0.052	6.93007e+02	9.45326e+02	4.00135e+04
 0.351	 0.369	 100.0	 8.000	 0.011	-0.151	-0.008	-0.951	 1.008	 0.005	 0.623	 2.977	-0.013	-0.170	 0.186	 0.046	2.14394e+03	3.07303e+03	4.48322e+04
 0.351	 0.386	 110.0	 8.000	 0.007	-0.272	-0.031	-0.883	 1.011	 0.013	 1.585	 3.670	-0.041	-0.341	 0.304	 0.048	6.88630e+03	7.98630e+03	2.83954e+04
 0.351	 0.402	 120.0	 8.000	 0.004	-0.365	-0.092	-0.799	 1.012	 0.019	 3.853	 3.982	-0.073	-0.499	 0.426	 0.036	2.01089e+04	2.09937e+04	-6.70610e+04
 0.351	 0.416	 130.0	 8.000	-0.000	-0.436	-0.187	-0.611	 1.012	 0.024	 6.754	 0.801	-0.108	-0.640	 0.504	-0.081	3.94459e+04	4.14630e+04	-2.90784e+05
 0.351	 0.429	 140.0	 8.000	-0.004	-0.487	-0.135	-0.358	 1.011	 0.028	 4.406	-3.699	-0.141	-0.759	 0.378	-0.188	2.93739e+04	3.16302e+04	-2.82585e+05
 0.351	 0.439	 150.0	 8.000	-0.007	-0.523	-0.032	-0.239	 1.010	 0.031	 0.955	-3.454	-0.172	-0.853	 0.232	-0.139	8.55885e+03	9.82291e+03	-9.94043e+04
 0.351	 0.446	 160.0	 8.000	-0.009	-0.546	 0.003	-0.167	 1.009	 0.033	-0.088	-1.945	-0.196	-0.922	 0.149	-0.074	-1.25867e+02	1.48398e+03	-1.94483e+04
 0.351	 0.451	 170.0	 8.000	-0.010	-0.559	 0.006	-0.087	 1.008	 0.034	-0.166	-0.845	-0.211	-0.963	 0.076	-0.032	-2.71982e+03	-2.29216e+02	-8.63373e+02
 0.351	 0.452	 180.0	 8.000	-0.011	-0.564	 0.000	 0.000	 1.008	 0.034	-0.002	-0.001	-0.216	-0.977	-0.000	 0.000	-3.28850e+03	-1.51777e+01	1.42325e+02
 0.351	 0.451	 190.0	 8.000	-0.010	-0.559	-0.006	 0.087	 1.008	 0.034	 0.166	 0.845	-0.211	-0.963	-0.076	 0.032	-2.71989e+03	2.29813e+02	8.62533e+02
 0.351	 0.446	 200.0	 8.000	-0.009	-0.546	-0.003	 0.167	 1.009	 0.033	 0.088	 1.945	-0.196	-0.922	-0.149	 0.074	-1.25992e+02	-1.48340e+03	1.94863e+04
 0.351	 0.439	 210.0	 8.000	-0.007	-0.523	 0.032	 0.239	 1.010	 0.031	-0.955	 3.454	-0.172	-0.853	-0.232	 0.139	8.55825e+03	-9.82208e+03	9.95649e+04
 0.351	 0.429	 220.0	 8.000	-0.004	-0.487	 0.135	 0.358	 1.011	 0.028	-4.406	 3.700	-0.141	-0.759	-0.378	 0.188	2.93723e+04	-3.16299e+04	2.83060e+05
 0.351	 0.416	 230.0	 8.000	-0.000	-0.436	 0.187	 0.611	 1.012	 0.024	-6.754	-0.801	-0.108	-0.640	-0.504	 0.081	3.94456e+04	-4.14647e+04	2.91544e+05
 0.351	 0.402	 240.0	 8.000	 0.004	-0.365	 0.092	 0.799	 1.012	 0.019	-3.853	-3.982	-0.073	-0.499	-0.426	-0.036	2.01091e+04	-2.09950e+04	6.76038e+04
 0.351	 0.386	 250.0	 8.000	 0.007	-0.272	 0.031	 0.883	 1.011	 0.013	-1.585	-3.670	-0.041	-0.341	-0.304	-0.048	6.88643e+03	-7.98679e+03	-2.81240e+04
 0.351	 0.369	 260.0	 8.000	 0.011	-0.151	 0.008	 0.951	 1.008	 0.005	-0.623	-2.977	-0.013	-0.170	-0.186	-0.046	2.14404e+03	-3.07315e+03	-4.47023e+04
 0.333	 0.333	 -90.0	-1.000	 0.013	-0.000	-0.000	 0.987	 1.004	-0.001	-0.031	-2.042	 0.007	-0.004	 0.008	-0.050	8.32720e+00	-2.19256e+01	2.22067e+03
 0.333	 0.335	 -80.0	-1.000	 0.012	 0.164	-0.004	 0.965	 1.003	-0.001	 0.114	-2.044	 0.006	 0.173	 0.175	-0.049	1.33330e+02	8.17833e+02	2.29200e+03
 0.333	 0.337	 -70.0	-1.000	 0.011	 0.319	-0.007	 0.913	 0.999	-0.002	 0.249	-1.973	 0.001	 0.345	 0.319	-0.047	4.74900e+02	1.58769e+03	2.85825e+02
 0.333	 0.339	 -60.0	-1.000	 0.008	 0.459	-0.010	 0.833	 0.995	-0.003	 0.354	-1.830	-0.006	 0.505	 0.422	-0.044	8.43537e+02	2.18578e+03	-4.08870e+03
 0.333	 0.341	 -50.0	-1.000	 0.005	 0.581	-0.011	 0.729	 0.988	-0.005	 0.416	-1.623	-0.014	 0.649	 0.473	-0.040	1.02263e+03	2.52886e+03	-9.85969e+03
 0.333	 0.342	 -40.0	-1.000	 0.001	 0.682	-0.011	 0.605	 0.982	-0.007	 0.425	-1.360	-0.022	 0.772	 0.467	-0.035	8.78436e+02	2.56509e+03	-1.50272e+04
 0.333	 0.343	 -30.0	-1.000	-0.002	 0.762	-0.010	 0.466	 0.976	-0.009	 0.379	-1.054	-0.030	 0.870	 0.406	-0.028	4.29002e+02	2.28192e+03	-1.73685e+04
 0.333	 0.344	 -20.0	-1.000	-0.004	 0.819	-0.008	 0.317	 0.971	-0.011	 0.285	-0.718	-0.036	 0.942	 0.299	-0.020	-1.62369e+02	1.70485e+03	-1.56028e+04
 0.333	 0.345	 -10.0	-1.000	-0.006	 0.853	-0.004	 0.160	 0.968	-0.012	 0.153	-0.363	-0.040	 0.986	 0.159	-0.010	-6.54078e+02	9.17550e+02	-8.96359e+03
 0.333	 0.345	   0.0	-1.000	-0.006	 0.864	-0.000	-0.000	 0.967	-0.012	 0.001	 0.000	-0.041	 1.001	 0.000	 0.000	-8.45225e+02	6.76641e+00	-3.82445e+01
 0.333	 0.345	  10.0	-1.000	-0.006	 0.853	 0.004	-0.160	 0.968	-0.012	-0.153	 0.363	-0.040	 0.986	-0.159	 0.010	-6.54108e+02	-9.17784e+02	8.96382e+03
 0.333	 0.344	  20.0	-1.000	-0.004	 0.819	 0.008	-0.317	 0.971	-0.011	-0.285	 0.718	-0.036	 0.942	-0.299	 0.020	-1.62396e+02	-1.70504e+03	1.56057e+04
 0.333	 0.343	  30.0	-1.000	-0.002	 0.762	 0.010	-0.466	 0.976	-0.009	-0.379	 1.054	-0.030	 0.870	-0.406	 0.028	4.29049e+02	-2.28228e+03	1.73789e+04
 0.333	 0.342	  40.0	-1.000	 0.001	 0.682	 0.011	-0.605	 0.982	-0.007	-0.425	 1.360	-0.022	 0.772	-0.467	 0.035	8.78432e+02	-2.56532e+03	1.50434e+04
 0.333	 0.341	  50.0	-1.000	 0.005	 0.581	 0.011	-0.729	 0.988	-0.005	-0.416	 1.623	-0.014	 0.649	-0.473	 0.040	1.02260e+03	-2.52897e+03	9.88261e+03
 0.333	 0.339	  60.0	-1.000	 0.008	 0.459	 0.010	-0.833	 0.995	-0.003	-0.354	 1.830	-0.006	 0.505	-0.422	 0.044	8.43449e+02	-2.18579e+03	4.12084e+03
 0.333	 0.337	  70.0	-1.000	 0.011	 0.319	 0.007	-0.913	 0.999	-0.002	-0.249	 1.973	 0.001	 0.345	-0.319	 0.047	4.74821e+02	-1.58761e+03	-2.49417e+02
 0.333	 0.335	  80.0	-1.000	 0.012	 0.164	 0.004	-0.965	 1.003	-0.001	-0.114	 2.044	 0.006	 0.173	-0.175	 0.049	1.33300e+02	-8.17793e+02	-2.25290e+03
 0.333	 0.333	  90.0	-1.000	 0.013	-0.000	 0.000	-0.987	 1.004	-0.001	 0.031	 2.042	 0.007	-0.004	-0.008	 0.050	8.33845e+00	2.20589e+01	-2.18416e+03
 0.333	 0.331	 100.0	-1.000	 0.013	-0.168	-0.004	-0.976	 1.002	-0.002	 0.168	 1.969	 0.005	-0.181	 0.163	 0.051	1.67916e+02	8.25672e+02	-1.26306e+03
 0.333	 0.329	 110.0	-1.000	 0.011	-0.333	-0.007	-0.934	 0.999	-0.004	 0.282	 1.834	-0.002	-0.351	 0.316	 0.051	5.28042e+02	1.49708e+03	-9.29698e+02
 0.333	 0.328	 120.0	-1.000	 0.008	-0.490	-0.009	-0.861	 0.994	-0.006	 0.358	 1.645	-0.011	-0.509	 0.431	 0.050	9.00623e+02	1.96155e+03	-2.07561e+03
 0.333	 0.326	 130.0	-1.000	 0.005	-0.632	-0.010	-0.761	 0.988	-0.008	 0.390	 1.416	-0.022	-0.651	 0.493	 0.047	1.09040e+03	2.17416e+03	-4.59604e+03
 0.333	 0.325	 140.0	-1.000	 0.001	-0.755	-0.010	-0.637	 0.981	-0.010	 0.377	 1.158	-0.035	-0.771	 0.495	 0.042	9.89975e+02	2.12297e+03	-7.42607e+03
 0.333	 0.324	 150.0	-1.000	-0.002	-0.854	-0.009	-0.494	 0.975	-0.012	 0.323	 0.881	-0.046	-0.867	 0.436	 0.035	6.27326e+02	1.82777e+03	-9.04982e+03
 0.333	 0.323	 160.0	-1.000	-0.005	-0.927	-0.007	-0.337	 0.971	-0.013	 0.235	 0.592	-0.056	-0.937	 0.324	 0.025	1.47782e+02	1.33751e+03	-8.10279e+03
 0.333	 0.322	 170.0	-1.000	-0.007	-0.971	-0.003	-0.171	 0.967	-0.014	 0.123	 0.297	-0.062	-0.979	 0.173	 0.013	-2.47024e+02	6.99280e+02	-5.04132e+03
 0.333	 0.322	 180.0	-1.000	-0.008	-0.986	-0.000	 0.000	 0.966	-0.015	 0.001	-0.000	-0.064	-0.993	 0.000	 0.000	-3.99241e+02	5.35138e+00	-3.43351e+01
 0.333	 0.322	 190.0	-1.000	-0.007	-0.971	 0.003	 0.171	 0.967	-0.014	-0.123	-0.297	-0.062	-0.979	-0.173	-0.013	-2.47063e+02	-6.99579e+02	5.03758e+03
 0.333	 0.323	 200.0	-1.000	-0.005	-0.927	 0.007	 0.337	 0.971	-0.013	-0.235	-0.592	-0.056	-0.937	-0.324	-0.025	1.47788e+02	-1.33774e+03	8.10024e+03
 0.333	 0.324	 210.0	-1.000	-0.002	-0.854	 0.009	 0.494	 0.975	-0.012	-0.323	-0.881	-0.046	-0.867	-0.436	-0.035	6.27369e+02	-1.82816e+03	9.05294e+03
 0.333	 0.325	 220.0	-1.000	 0.001	-0.755	 0.010	 0.637	 0.981	-0.010	-0.377	-1.158	-0.035	-0.771	-0.495	-0.042	9.89972e+02	-2.12319e+03	7.43294e+03
 0.333	 0.326	 230.0	-1.000	 0.005	-0.632	 0.010	 0.761	 0.988	-0.008	-0.390	-1.416	-0.022	-0.651	-0.493	-0.047	1.09039e+03	-2.17430e+03	4.60880e+03
 0.333	 0.328	 240.0	-1.000	 0.008	-0.490	 0.009	 0.861	 0.994	-0.006	-0.358	-1.645	-0.011	-0.509	-0.431	-0.050	9.00544e+02	-1.96154e+03	2.09702e+03
 0.333	 0.329	 250.0	-1.000	 0.011	-0.333	 0.007	 0.934	 0.999	-0.004	-0.282	-1.834	-0.002	-0.351	-0.316	-0.051	5.27994e+02	-1.49702e+03	9.57924e+02
 0.333	 0.331	 260.0	-1.000	 0.013	-0.168	 0.004	 0.976	 1.002	-0.002	-0.168	-1.969	 0.005	-0.181	-0.163	-0.051	1.67895e+02	-8.25669e+02	1.29786e+03
 0.333	 0.333	 -90.0	 0.000	 0.013	-0.000	-0.001	 0.987	 1.004	-0.002	-0.034	-2.041	 0.007	-0.002	-0.001	-0.051	5.77520e+00	-4.57532e+01	-6.24884e+02
 0.333	 0.333	 -80.0	 0.000	 0.013	 0.166	-0.004	 0.970	 1.002	-0.002	 0.109	-2.008	 0.006	 0.174	 0.170	-0.050	1.34819e+02	7.57177e+02	-1.80744e+01
 0.333	 0.333	 -70.0	 0.000	 0.011	 0.326	-0.007	 0.923	 0.999	-0.004	 0.236	-1.905	 0.002	 0.345	 0.319	-0.049	4.84974e+02	1.47418e+03	-7.49485e+02
 0.333	 0.333	 -60.0	 0.000	 0.008	 0.474	-0.009	 0.846	 0.994	-0.005	 0.330	-1.737	-0.005	 0.504	 0.428	-0.047	8.70803e+02	2.01263e+03	-3.44951e+03
 0.333	 0.333	 -50.0	 0.000	 0.005	 0.606	-0.010	 0.744	 0.988	-0.008	 0.382	-1.516	-0.013	 0.646	 0.485	-0.043	1.08419e+03	2.30359e+03	-7.58880e+03
 0.333	 0.333	 -40.0	 0.000	 0.001	 0.717	-0.010	 0.620	 0.981	-0.010	 0.384	-1.253	-0.021	 0.767	 0.483	-0.038	9.99425e+02	2.31112e+03	-1.16053e+04
 0.333	 0.333	 -30.0	 0.000	-0.002	 0.806	-0.009	 0.479	 0.975	-0.012	 0.338	-0.960	-0.029	 0.864	 0.423	-0.031	6.33263e+02	2.03557e+03	-1.35983e+04
 0.333	 0.333	 -20.0	 0.000	-0.004	 0.870	-0.006	 0.326	 0.970	-0.014	 0.251	-0.649	-0.035	 0.935	 0.313	-0.022	1.33161e+02	1.50823e+03	-1.23999e+04
 0.333	 0.333	 -10.0	 0.000	-0.006	 0.909	-0.003	 0.165	 0.967	-0.015	 0.134	-0.327	-0.039	 0.978	 0.166	-0.011	-2.86230e+02	8.07993e+02	-7.13204e+03
 0.333	 0.333	   0.0	 0.000	-0.007	 0.922	-0.000	-0.000	 0.966	-0.016	 0.001	 0.000	-0.041	 0.993	 0.000	 0.000	-4.49622e+02	5.97146e+00	-3.46211e+01
